페이지,테마,일본어 단어,요미가나,단어 뜻,단어[요미가나],참고
JLPT_N3_암기장::39p,"[사회, 환경]",工場,こうじょう,공장,工場[こうじょう],
JLPT_N3_암기장::39p,"[사회, 환경]",効率,こうりつ,효율,効率[こうりつ],
JLPT_N3_암기장::39p,"[사회, 환경]",交流,こうりゅう,교류,交流[こうりゅう],
JLPT_N3_암기장::39p,"[사회, 환경]",高齢者,こうれいしゃ,고령자,高齢者[こうれいしゃ],
JLPT_N3_암기장::39p,"[사회, 환경]",国際,こくさい,국제,国際[こくさい],
JLPT_N3_암기장::39p,"[사회, 환경]",ごみ,ごみ,쓰레기,ごみ[ごみ],
JLPT_N3_암기장::39p,"[사회, 환경]",コントロール,こんとろーる,"조절, 통제",コントロール[こんとろーる],
JLPT_N3_암기장::39p,"[사회, 환경]",細胞,さいぼう,세포,細胞[さいぼう],
JLPT_N3_암기장::39p,"[사회, 환경]",事故にあう,じこにあう,사고를 당하다,事故にあう[じこにあう],
JLPT_N3_암기장::39p,"[사회, 환경]",事故を起こす,じこをおこす,사고를 일으키다,事故を起こす[じこをおこす],
JLPT_N3_암기장::40p,"[사회, 환경]",シャトルバス,しゃとるばす,셔틀 버스,シャトルバス[しゃとるばす],
JLPT_N3_암기장::40p,"[사회, 환경]",状態,じょうたい,상태,状態[じょうたい],
JLPT_N3_암기장::40p,"[사회, 환경]",身体,しんたい,신체,身体[しんたい],
JLPT_N3_암기장::40p,"[사회, 환경]",睡眠不足,すいみんぶそく,수면 부족,睡眠不足[すいみんぶそく],
JLPT_N3_암기장::40p,"[사회, 환경]",制度,せいど,제도,制度[せいど],
JLPT_N3_암기장::40p,"[사회, 환경]",製品,せいひん,제품,製品[せいひん],
JLPT_N3_암기장::40p,"[사회, 환경]",駐車,ちゅうしゃ,주차,駐車[ちゅうしゃ],
JLPT_N3_암기장::40p,"[사회, 환경]",作り出す,つくりだす,만들어내다,作り出す[つくりだす],
JLPT_N3_암기장::40p,"[사회, 환경]",低下,ていか,저하,低下[ていか],
JLPT_N3_암기장::40p,"[사회, 환경]",電気をつける,でんきをつける,전등을 켜다,電気をつける[でんきをつける],
JLPT_N3_암기장::40p,"[사회, 환경]",治す,なおす,치료하다,治す[なおす],
JLPT_N3_암기장::40p,"[사회, 환경]",判断力,はんだんりょく,판단력,判断力[はんだんりょく],
JLPT_N3_암기장::40p,"[사회, 환경]",引っ越す,ひっこす,이사하다,引っ越す[ひっこす],
JLPT_N3_암기장::40p,"[사회, 환경]",一人暮らし,ひとりぐらし,"자취, 독신 생활",一人暮らし[ひとりぐらし],
JLPT_N3_암기장::40p,"[사회, 환경]",増える,ふえる,"늘다, 늘어나다",増える[ふえる],
JLPT_N3_암기장::40p,"[사회, 환경]",返納,へんのう,반납,返納[へんのう],
JLPT_N3_암기장::40p,"[사회, 환경]",ホルモン,ほるもん,호르몬,ホルモン[ほるもん],
JLPT_N3_암기장::40p,"[사회, 환경]",免疫,めんえき,면역,免疫[めんえき],
JLPT_N3_암기장::40p,"[사회, 환경]",リサイクル,りさいくる,"리사이클, 재활용",リサイクル[りさいくる],
JLPT_N3_암기장::40p,"[사회, 환경]",留学生,りゅうがくせい,유학생,留学生[りゅうがくせい],
JLPT_N3_암기장::40p,"[사회, 환경]",いびきをかく,いびきをかく,코를 골다,いびきをかく[いびきをかく],
JLPT_N3_암기장::40p,[기술],安全だ,あんぜんだ,안전하다,安全だ[あんぜんだ],
JLPT_N3_암기장::40p,[기술],運転,うんてん,운전,運転[うんてん],
JLPT_N3_암기장::40p,[기술],影響,えいきょう,영향,影響[えいきょう],
JLPT_N3_암기장::40p,[기술],開発,かいはつ,개발,開発[かいはつ],
JLPT_N3_암기장::40p,[기술],危険性,きけんせい,위험성,危険性[きけんせい],
JLPT_N3_암기장::40p,[기술],技術,ぎじゅつ,기술,技術[ぎじゅつ],
JLPT_N3_암기장::40p,[기술],機能,きのう,기능,機能[きのう],
JLPT_N3_암기장::40p,[기술],空中,くうちゅう,공중,空中[くうちゅう],
JLPT_N3_암기장::40p,[기술],研究,けんきゅう,연구,研究[けんきゅう],
JLPT_N3_암기장::40p,[기술],経験者,けいけんしゃ,경험자,経験者[けいけんしゃ],
JLPT_N3_암기장::40p,[기술],原因,げんいん,원인,原因[げんいん],
JLPT_N3_암기장::40p,[기술],現代人,げんだいじん,현대인,現代人[げんだいじん],
JLPT_N3_암기장::40p,[기술],コンピューター,こんぴゅーたー,컴퓨터,コンピューター[こんぴゅーたー],
JLPT_N3_암기장::40p,[기술],最小限,さいしょうげん,최소한,最小限[さいしょうげん],
JLPT_N3_암기장::40p,[기술],参加者,さんかしゃ,참가자,参加者[さんかしゃ],
JLPT_N3_암기장::40p,[기술],施設,しせつ,시설,施設[しせつ],
JLPT_N3_암기장::40p,[기술],自動化,じどうか,자동화,自動化[じどうか],
JLPT_N3_암기장::40p,[기술],自動車会社,じどうしゃがいしゃ,자동차 회사,自動車会社[じどうしゃがいしゃ],
JLPT_N3_암기장::40p,[기술],種類,しゅるい,종류,種類[しゅるい],
JLPT_N3_암기장::40p,[기술],使用量,しようりょう,사용량,使用量[しようりょう],
JLPT_N3_암기장::40p,[기술],人口,じんこう,인구,人口[じんこう],
JLPT_N3_암기장::40p,[기술],深刻だ,しんこくだ,심각하다,深刻だ[しんこくだ],
JLPT_N3_암기장::40p,[기술],スピード,すぴーど,"스피드, 속도",スピード[すぴーど],
JLPT_N3_암기장::40p,[기술],スマートフォン,すまーとふぉん,스마트폰,スマートフォン[すまーとふぉん],
JLPT_N3_암기장::40p,[기술],専門用語,せんもんようご,전문용어,専門用語[せんもんようご],
JLPT_N3_암기장::40p,[기술],専用,せんよう,전용,専用[せんよう],
JLPT_N3_암기장::41p,[기술],操作,そうさ,조작,操作[そうさ],
JLPT_N3_암기장::41p,[기술],大企業,だいきぎょう,대기업,大企業[だいきぎょう],
JLPT_N3_암기장::41p,[기술],太陽光,たいようこう,태양광,太陽光[たいようこう],
JLPT_N3_암기장::41p,[기술],通信,つうしん,통신,通信[つうしん],
JLPT_N3_암기장::41p,[기술],使い捨て用品,つかいすてようひん,일회용품,使い捨て用品[つかいすてようひん],
JLPT_N3_암기장::41p,[기술],データ,でーた,"데이터, 자료",データ[でーた],
JLPT_N3_암기장::41p,[기술],適する,てきする,적합하다,適する[てきする],
JLPT_N3_암기장::41p,[기술],跳ぶ,とぶ,"뛰다, 도약하다",跳ぶ[とぶ],
JLPT_N3_암기장::41p,[기술],取り巻く,とりまく,둘러싸다,取り巻く[とりまく],
JLPT_N3_암기장::41p,[기술],パソコン,ぱそこん,"PC, 컴퓨터",パソコン[ぱそこん],
JLPT_N3_암기장::41p,[기술],批判,ひはん,비판,批判[ひはん],
JLPT_N3_암기장::41p,[기술],防ぐ,ふせぐ,막다,防ぐ[ふせぐ],
JLPT_N3_암기장::41p,[기술],不便だ,ふべんだ,불편하다,不便だ[ふべんだ],
JLPT_N3_암기장::41p,[기술],プラスチック,ぷらすちっく,플라스틱,プラスチック[ぷらすちっく],
JLPT_N3_암기장::41p,[기술],平均的だ,へいきんてきだ,"평균적이다, 일반적이다",平均的だ[へいきんてきだ],
JLPT_N3_암기장::41p,[기술],要素,ようそ,요소,要素[ようそ],
JLPT_N3_암기장::41p,[기술],ロボット,ろぼっと,로봇,ロボット[ろぼっと],
JLPT_N3_암기장::41p,[교육],遊ぶ,あそぶ,놀다,遊ぶ[あそぶ],
JLPT_N3_암기장::41p,[교육],意見,いけん,의견,意見[いけん],
JLPT_N3_암기장::41p,[교육],一生懸命だ,いっしょうけんめだ,열심히 하다,一生懸命だ[いっしょうけんめだ],
JLPT_N3_암기장::41p,[교육],英語,えいご,영어,英語[えいご],
JLPT_N3_암기장::41p,[교육],音楽,おんがく,음악,音楽[おんがく],
JLPT_N3_암기장::41p,[교육],外国語,がいこくご,외국어,外国語[がいこくご],
JLPT_N3_암기장::41p,[교육],基礎,きそ,기초,基礎[きそ],
JLPT_N3_암기장::41p,[교육],きっかけ,きっかけ,계기,きっかけ[きっかけ],
JLPT_N3_암기장::41p,[교육],教育,きょういく,교육,教育[きょういく],
JLPT_N3_암기장::41p,[교육],現代,げんだい,현대,現代[げんだい],
JLPT_N3_암기장::41p,[교육],幸福,こうふく,행복,幸福[こうふく],
JLPT_N3_암기장::41p,[교육],こうかい,こうかい,용돈,こうかい[こうかい],
JLPT_N3_암기장::41p,[교육],字,じ,"글자, 글씨",字[じ],
JLPT_N3_암기장::41p,[교육],思考力,しこうりょく,사고력,思考力[しこうりょく],
JLPT_N3_암기장::41p,[교육],住民,じゅうみん,주민,住民[じゅうみん],
JLPT_N3_암기장::41p,[교육],授業料,じゅぎょうりょう,수업료,授業料[じゅぎょうりょう],
JLPT_N3_암기장::41p,[교육],小学校,しょうがっこう,초등학교,小学校[しょうがっこう],
JLPT_N3_암기장::41p,[교육],初心者,しょしんしゃ,"초심자, 초보자",初心者[しょしんしゃ],
JLPT_N3_암기장::41p,[교육],成績,せいせき,성적,成績[せいせき],
JLPT_N3_암기장::41p,[교육],先生,せんせい,선생님,先生[せんせい],
JLPT_N3_암기장::41p,[교육],早期,そうき,조기,早期[そうき],
JLPT_N3_암기장::41p,[교육],大学生,だいがくせい,대학생,大学生[だいがくせい],
JLPT_N3_암기장::41p,[교육],体力,たいりょく,체력,体力[たいりょく],
JLPT_N3_암기장::41p,[교육],力を注ぐ,ちからをそそぐ,힘을 쏟다,力を注ぐ[ちからをそそぐ],
JLPT_N3_암기장::41p,[교육],中心,ちゅうしん,중심,中心[ちゅうしん],
JLPT_N3_암기장::41p,[교육],天才,てんさい,천재,天才[てんさい],
JLPT_N3_암기장::41p,[교육],習い始める,ならいはじめる,배우기 시작하다,習い始める[ならいはじめる],
JLPT_N3_암기장::41p,[교육],入学,にゅうがく,입학,入学[にゅうがく],
JLPT_N3_암기장::41p,[교육],入力,にゅうりょく,입력,入力[にゅうりょく],
JLPT_N3_암기장::41p,[교육],能力,のうりょく,능력,能力[のうりょく],
JLPT_N3_암기장::41p,[교육],伸ばす,のばす,"기르다, 키우다",伸ばす[のばす],
JLPT_N3_암기장::42p,[교육],始まる,はじまる,시작하다,始まる[はじまる],
JLPT_N3_암기장::42p,[교육],ピアノ,ぴあの,피아노,ピアノ[ぴあの],
JLPT_N3_암기장::42p,[교육],表現力,ひょうげんりょく,표현력,表現力[ひょうげんりょく],
JLPT_N3_암기장::42p,[교육],変化,へんか,변화,変化[へんか],
JLPT_N3_암기장::42p,[교육],勉強,べんきょう,공부,勉強[べんきょう],
JLPT_N3_암기장::42p,[교육],学ぶ,まなぶ,배우다,学ぶ[まなぶ],
JLPT_N3_암기장::42p,[교육],問題,もんだい,문제,問題[もんだい],
JLPT_N3_암기장::42p,[교육],役割,やくわり,역할,役割[やくわり],
JLPT_N3_암기장::42p,[교육],読み書き,よみかき,글자를 읽고 쓰기,読み書き[よみかき],
JLPT_N3_암기장::42p,[교육],理解,りかい,이해,理解[りかい],
JLPT_N3_암기장::42p,[교육],レベル,れべる,"레벨, 수준",レベル[れべる],
JLPT_N3_암기장::42p,"[행사, 홍보]",案内,あんない,안내,案内[あんない],
JLPT_N3_암기장::42p,"[행사, 홍보]",インターネット,いんたーねっと,인터넷,インターネット[いんたーねっと],
JLPT_N3_암기장::42p,"[행사, 홍보]",ウェイトレス,うぇいとれす,웨이트리스,ウェイトレス[うぇいとれす],
JLPT_N3_암기장::42p,"[행사, 홍보]",受付,うけつけ,접수,受付[うけつけ],
JLPT_N3_암기장::42p,"[행사, 홍보]",歌,うた,노래,歌[うた],
JLPT_N3_암기장::42p,"[행사, 홍보]",運動,うんどう,운동,運動[うんどう],
JLPT_N3_암기장::42p,"[행사, 홍보]",エントリーシート,えんとりーしーと,입사지원서,エントリーシート[えんとりーしーと],
JLPT_N3_암기장::42p,"[행사, 홍보]",踊り,おどり,춤,踊り[おどり],
JLPT_N3_암기장::42p,"[행사, 홍보]",会社員,かいしゃいん,회사원,会社員[かいしゃいん],
JLPT_N3_암기장::42p,"[행사, 홍보]",係員,かかりいん,담당자,係員[かかりいん],
JLPT_N3_암기장::42p,"[행사, 홍보]",興味,きょうみ,흥미,興味[きょうみ],
JLPT_N3_암기장::42p,"[행사, 홍보]",公演,こうえん,공연,公演[こうえん],
JLPT_N3_암기장::42p,"[행사, 홍보]",紅葉,こうよう,단풍,紅葉[こうよう],
JLPT_N3_암기장::42p,"[행사, 홍보]",事項,じこう,사항,事項[じこう],
JLPT_N3_암기장::42p,"[행사, 홍보]",自己紹介,じこしょうかい,자기소개,自己紹介[じこしょうかい],
JLPT_N3_암기장::42p,"[행사, 홍보]",持参,じさん,지참,持参[じさん],
JLPT_N3_암기장::42p,"[행사, 홍보]",実施,じっし,실시,実施[じっし],
JLPT_N3_암기장::42p,"[행사, 홍보]",塾講師,じゅくこうし,학원 강사,塾講師[じゅくこうし],
JLPT_N3_암기장::42p,"[행사, 홍보]",受講料,じゅこうりょう,수강료,受講料[じゅこうりょう],
JLPT_N3_암기장::42p,"[행사, 홍보]",説明会,せつめいかい,설명회,説明会[せつめいかい],
JLPT_N3_암기장::42p,"[행사, 홍보]",ぜひ,ぜひ,"꼭, 아무쪼록",ぜひ[ぜひ],
JLPT_N3_암기장::42p,"[행사, 홍보]",前日,ぜんじつ,전날,前日[ぜんじつ],
JLPT_N3_암기장::42p,"[행사, 홍보]",センター,せんたー,센터,センター[せんたー],
JLPT_N3_암기장::42p,"[행사, 홍보]",専門,せんもん,전문,専門[せんもん],
JLPT_N3_암기장::42p,"[행사, 홍보]",体験,たいけん,체험,体験[たいけん],
JLPT_N3_암기장::42p,"[행사, 홍보]",卓球,たっきゅう,탁구,卓球[たっきゅう],
JLPT_N3_암기장::42p,"[행사, 홍보]",ダンス,だんす,춤,ダンス[だんす],
JLPT_N3_암기장::42p,"[행사, 홍보]",伝統的だ,でんとうてきだ,전통적이다,伝統的だ[でんとうてきだ],
JLPT_N3_암기장::42p,"[행사, 홍보]",電話番号,でんわばんごう,전화번호,電話番号[でんわばんごう],
JLPT_N3_암기장::42p,"[행사, 홍보]",道具,どうぐ,도구,道具[どうぐ],
JLPT_N3_암기장::42p,"[행사, 홍보]",乗り物,のりもの,놀이기구,乗り物[のりもの],
JLPT_N3_암기장::42p,"[행사, 홍보]",ハイキング,はいきんぐ,하이킹,ハイキング[はいきんぐ],
JLPT_N3_암기장::42p,"[행사, 홍보]",花見,はなみ,꽃놀이,花見[はなみ],
JLPT_N3_암기장::42p,"[행사, 홍보]",文化,ぶんか,문화,文化[ぶんか],
JLPT_N3_암기장::42p,"[행사, 홍보]",窓口,まどぐち,창구,窓口[まどぐち],
JLPT_N3_암기장::42p,"[행사, 홍보]",身分証明書,みぶんしょうめいしょ,신분증,身分証明書[みぶんしょうめいしょ],
JLPT_N3_암기장::43p,"[행사, 홍보]",申し込む,もうしこむ,신청하다,申し込む[もうしこむ],
JLPT_N3_암기장::43p,"[행사, 홍보]",模擬,もぎ,모의,模擬[もぎ],
JLPT_N3_암기장::43p,"[행사, 홍보]",最寄り,もより,"가장 가까움, 근처",最寄り[もより],
JLPT_N3_암기장::43p,"[행사, 홍보]",ヨガ,ヨガ,요가,ヨガ[ヨガ],
JLPT_N3_암기장::43p,"[행사, 홍보]",来場,らいじょう,그 장소에 옴,来場[らいじょう],
JLPT_N3_암기장::43p,"[행사, 홍보]",来店,らいてん,"방문, 가게에 옴(내점)",来店[らいてん],
JLPT_N3_암기장::43p,"[시간표, 요금표]",以下,いか,이하,以下[いか],
JLPT_N3_암기장::43p,"[시간표, 요금표]",一般,いっぱん,일반,一般[いっぱん],
JLPT_N3_암기장::43p,"[시간표, 요금표]",大人,おとな,어른,大人[おとな],
JLPT_N3_암기장::43p,"[시간표, 요금표]",開始,かいし,"개시, 시작",開始[かいし],
JLPT_N3_암기장::43p,"[시간표, 요금표]",各日,かくじつ,각각의 날짜,各日[かくじつ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",学生証,がくせいしょう,학생증,学生証[がくせいしょう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",可能,かのう,가능,可能[かのう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",科目,かもく,과목,科目[かもく],
JLPT_N3_암기장::43p,"[시간표, 요금표]",記入,きにゅう,기입,記入[きにゅう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",勤務,きんむ,근무,勤務[きんむ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",経験,けいけん,경험,経験[けいけん],
JLPT_N3_암기장::43p,"[시간표, 요금표]",コース,コース,코스,コース[コース],
JLPT_N3_암기장::43p,"[시간표, 요금표]",子ども,こども,아이,子ども[こども],
JLPT_N3_암기장::43p,"[시간표, 요금표]",最終日,さいしゅうび,마지막 날,最終日[さいしゅうび],
JLPT_N3_암기장::43p,"[시간표, 요금표]",材料費,ざいりょうひ,재료비,材料費[ざいりょうひ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",参加費,さんかひ,참가비,参加費[さんかひ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",事前,じぜん,사전,事前[じぜん],
JLPT_N3_암기장::43p,"[시간표, 요금표]",支払う,しはらう,지불하다,支払う[しはらう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",週末,しゅうまつ,주말,週末[しゅうまつ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",受講,じゅこう,수강,受講[じゅこう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",出発日,しゅっぱつび,출발일,出発日[しゅっぱつび],
JLPT_N3_암기장::43p,"[시간표, 요금표]",小学生,しょうがくせい,초등학생,小学生[しょうがくせい],
JLPT_N3_암기장::43p,"[시간표, 요금표]",上級,じょうきゅう,상급,上級[じょうきゅう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",小中学生,しょうちゅうがくせい,"초, 중학생",小中学生[しょうちゅうがくせい],
JLPT_N3_암기장::43p,"[시간표, 요금표]",初級,しょきゅう,초급,初級[しょきゅう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",洗濯代,せんたくだい,세탁비,洗濯代[せんたくだい],
JLPT_N3_암기장::43p,"[시간표, 요금표]",送付,そうふ,송부,送付[そうふ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",中級,ちゅうきゅう,중급,中級[ちゅうきゅう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",電話番号,でんわばんごう,전화번호,電話番号[でんわばんごう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",当日,とうじつ,당일,当日[とうじつ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",日時,にちじ,일시,日時[にちじ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",人数,にんずう,인원수,人数[にんずう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",除く,のぞく,제외하다,除く[のぞく],
JLPT_N3_암기장::43p,"[시간표, 요금표]",飲み物代,のみものだい,음료값,飲み物代[のみものだい],
JLPT_N3_암기장::43p,"[시간표, 요금표]",費用,ひよう,비용,費用[ひよう],
JLPT_N3_암기장::43p,"[시간표, 요금표]",昼,ひる,낮,昼[ひる],
JLPT_N3_암기장::43p,"[시간표, 요금표]",含む,ふくむ,포함하다,含む[ふくむ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",プログラム,ぷろぐらむ,프로그램,プログラム[ぷろぐらむ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",別に,べつに,"별도로, 특별히",別に[べつに],
JLPT_N3_암기장::43p,"[시간표, 요금표]",ポスター,ぽすたー,포스터,ポスター[ぽすたー],
JLPT_N3_암기장::43p,"[시간표, 요금표]",毎月,まいげつ,매월,毎月[まいげつ],
JLPT_N3_암기장::43p,"[시간표, 요금표]",曜日,ようび,요일,曜日[ようび],
JLPT_N3_암기장::44p,[장소],行き方,いきかた,"가는 방법, 탈것의 이용 방법",行き方[いきかた],
JLPT_N3_암기장::44p,[장소],一本で行ける,いっぽんでいける,갈아타지 않고 한 번에 갈 수 있다,一本で行ける[いっぽんでいける],
JLPT_N3_암기장::44p,[장소],駅前,えきまえ,역 앞,駅前[えきまえ],
JLPT_N3_암기장::44p,[장소],階段,かいだん,계단,階段[かいだん],
JLPT_N3_암기장::44p,[장소],公園,こうえん,공원,公園[こうえん],
JLPT_N3_암기장::44p,[장소],コンビニ,こんびに,편의점,コンビニ[こんびに],
JLPT_N3_암기장::44p,[장소],座る,すわる,앉다,座る[すわる],
JLPT_N3_암기장::44p,[장소],大使館,たいしかん,대사관,大使館[たいしかん],
JLPT_N3_암기장::44p,[장소],地下鉄,ちかてつ,지하철,地下鉄[ちかてつ],
JLPT_N3_암기장::44p,[장소],着く,つく,도착하다,着く[つく],
JLPT_N3_암기장::44p,[장소],デパート,でぱーと,백화점,デパート[でぱーと],
JLPT_N3_암기장::44p,[장소],電車,でんしゃ,전철,電車[でんしゃ],
JLPT_N3_암기장::44p,[장소],乗り換える,のりかえる,"갈아타다, 바꿔타다",乗り換える[のりかえる],
JLPT_N3_암기장::44p,[장소],博物館,はくぶつかん,박물관,博物館[はくぶつかん],
JLPT_N3_암기장::44p,[장소],バス停,ばすてい,버스정류장,バス停[ばすてい],
JLPT_N3_암기장::44p,[장소],美容院,びよういん,미용실,美容院[びよういん],
JLPT_N3_암기장::44p,[장소],広い,ひろい,넓다,広い[ひろい],
JLPT_N3_암기장::44p,[장소],郵便局,ゆうびんきょく,우체국,郵便局[ゆうびんきょく],
JLPT_N3_암기장::44p,[집안일],あらゆる,あらゆる,"모든, 온갖",あらゆる[あらゆる],
JLPT_N3_암기장::44p,[집안일],椅子,いす,의자,椅子[いす],
JLPT_N3_암기장::44p,[집안일],片づける,かたづける,"정리하다, 치우다",片づける[かたづける],
JLPT_N3_암기장::44p,[집안일],着替える,きがえる,갈아입다,着替える[きがえる],
JLPT_N3_암기장::44p,[집안일],切れる,きれる,"떨어지다, 다 되다",切れる[きれる],
JLPT_N3_암기장::44p,[집안일],捨てる,すてる,버리다,捨てる[すてる],
JLPT_N3_암기장::44p,[집안일],洗濯物,せんたくもの,"세탁물, 빨랫감",洗濯物[せんたくもの],
JLPT_N3_암기장::44p,[집안일],掃除,そうじ,청소,掃除[そうじ],
JLPT_N3_암기장::44p,[집안일],掃除機をかける,そうじきをかける,청소기를 돌리다,掃除機をかける[そうじきをかける],
JLPT_N3_암기장::44p,[집안일],出かける,でかける,외출하다,出かける[でかける],
JLPT_N3_암기장::44p,[집안일],電気,でんき,"전등, 전기, 불",電気[でんき],
JLPT_N3_암기장::44p,[집안일],ドア,どあ,문,ドア[どあ],
JLPT_N3_암기장::44p,[집안일],晩ごはん,ばんごはん,저녁 식사,晩ごはん[ばんごはん],
JLPT_N3_암기장::44p,[집안일],引き出し,ひきだし,서랍,引き出し[ひきだし],
JLPT_N3_암기장::44p,[집안일],ほこり,ほこり,먼지,ほこり[ほこり],
JLPT_N3_암기장::44p,[집안일],本棚,ほんだな,"책장, 책꽂이",本棚[ほんだな],
JLPT_N3_암기장::44p,[집안일],窓,まど,창문,窓[まど],
JLPT_N3_암기장::44p,[집안일],床,ゆか,"바닥, 마루",床[ゆか],
JLPT_N3_암기장::44p,[업무·학습],会議室,かいぎしつ,회의실,会議室[かいぎしつ],
JLPT_N3_암기장::44p,[업무·학습],学校,がっこう,학교,学校[がっこう],
JLPT_N3_암기장::44p,[업무·학습],家庭教師,かていきょうし,가정교사,家庭教師[かていきょうし],
JLPT_N3_암기장::44p,[업무·학습],かばん,かばん,가방,かばん[かばん],
JLPT_N3_암기장::44p,[업무·학습],試験を受ける,しけんをうける,시험을 보다,試験を受ける[しけんをうける],
JLPT_N3_암기장::44p,[업무·학습],仕事,しごと,일,仕事[しごと],
JLPT_N3_암기장::44p,[업무·학습],奨学金,しょうがくきん,장학금,奨学金[しょうがくきん],
JLPT_N3_암기장::44p,[업무·학습],説明会,せつめいかい,설명회,説明会[せつめいかい],
JLPT_N3_암기장::45p,[업무·학습],セミナー,せみなー,세미나,セミナー[せみなー],
JLPT_N3_암기장::45p,[업무·학습],机,つくえ,책상,机[つくえ],
JLPT_N3_암기장::45p,[업무·학습],テスト,てすと,"시험, 테스트",テスト[てすと],
JLPT_N3_암기장::45p,[업무·학습],同級生,どうきゅうせい,"동창, 동급생",同級生[どうきゅうせい],
JLPT_N3_암기장::45p,[업무·학습],部長,ぶちょう,부장(님),部長[ぶちょう],
JLPT_N3_암기장::45p,[업무·학습],プリンター,ぷりんたー,프린터,プリンター[ぷりんたー],
JLPT_N3_암기장::45p,[업무·학습],留学,りゅうがく,유학,留学[りゅうがく],
JLPT_N3_암기장::45p,[업무·학습],留守番電話,るすばんでんわ,부재중 전화,留守番電話[るすばんでんわ],
JLPT_N3_암기장::45p,[업무·학습],歴史,れきし,역사,歴史[れきし],
JLPT_N3_암기장::45p,[업무·학습],連絡,れんらく,연락,連絡[れんらく],
JLPT_N3_암기장::45p,[취미],おいしい,おいしい,맛있다,おいしい[おいしい],
JLPT_N3_암기장::45p,[취미],お茶,おちゃ,차,お茶[おちゃ],
JLPT_N3_암기장::45p,[취미],お土産,おみやげ,"기념품, 선물",お土産[おみやげ],
JLPT_N3_암기장::45p,[취미],ガイド,がいど,가이드,ガイド[がいど],
JLPT_N3_암기장::45p,[취미],コーヒー,こーひー,커피,コーヒー[こーひー],
JLPT_N3_암기장::45p,[취미],サークル,さーくる,동아리,サークル[さーくる],
JLPT_N3_암기장::45p,[취미],散歩,さんぽ,산책,散歩[さんぽ],
JLPT_N3_암기장::45p,[취미],自由時間,じゆうじかん,자유시간,自由時間[じゆうじかん],
JLPT_N3_암기장::45p,[취미],新入部員,しんにゅうぶいん,신입 부원,新入部員[しんにゅうぶいん],
JLPT_N3_암기장::45p,[취미],夏休み,なつやすみ,여름방학,夏休み[なつやすみ],
JLPT_N3_암기장::45p,[취미],飲み会,のみかい,회식,飲み会[のみかい],
JLPT_N3_암기장::45p,[취미],パーティー,ぱーてぃー,파티,パーティー[ぱーてぃー],
JLPT_N3_암기장::45p,[취미],放送,ほうそう,방송,放送[ほうそう],
JLPT_N3_암기장::45p,[취미],ボランテイル,ボランテイル,봉사활동,ボランテイル[ボランテイル],
JLPT_N3_암기장::45p,[취미],本,ほん,책,本[ほん],
JLPT_N3_암기장::45p,[취미],マラソン,マラソン,마라톤,マラソン[マラソン],
JLPT_N3_암기장::45p,[취미],読む,よむ,읽다,読む[よむ],
JLPT_N3_암기장::45p,[취미],旅行,りょこう,여행,旅行[りょこう],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",味,あじ,맛,味[あじ],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",空港,くうこう,공항,空港[くうこう],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",交通費,こうつうひ,교통비,交通費[こうつうひ],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",試合,しあい,시험,試合[しあい],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",シェフ,しぇふ,셰프,シェフ[しぇふ],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",すし,すし,"스시, 초밥",すし[すし],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",食べ放題,たべほうだい,무제한으로 먹음,食べ放題[たべほうだい],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",中華,ちゅうか,중화,中華[ちゅうか],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",ツアー,つあー,투어,ツアー[つあー],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",通じる,つうじる,통하다,通じる[つうじる],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",手数料,てすうりょう,수수료,手数料[てすうりょう],
JLPT_N3_암기장::45p,"[쇼핑, 여행]",撮る,とる,사진을 찍다,撮る[とる],
